PCP_Specific Surface Area (BET)_value,PCP_Total Pore Volume_value,PCP_Micropore Volume_value,PCP_Micropore Specific Surface Area_value,PCP_Mesopore Volume_value,PCP_Average Pore Diameter_value,PCP_Degree of Graphitization (Raman ID_IG)_value,PCP_Interlayer Spacing (XRD d002)_value,PCP_Element Content_C_value,PCP_Element Content_N_value,PCP_Element Content_O_value,PCP_Element Content_H_value,PCP_Element Content_S_value,Electrochem_Specific Capacitance_condition_value,Electrochem_Specific Capacitance_value,Electrochem_Cycle Stability_Cycle Number_value,Electrochem_Cycle Stability_Capacity Retention_value,Electrochem_Energy Density_value,Electrochem_Power Density_value,Electrochem_Voltage Window_value_min,Electrochem_Voltage Window_value_max,Electrochem_ESR_value,Electrochem_Rct_value,Preparation_Carbonization Temperature_value,doi,Sample Name,evaluation_result,evaluation_reason
1649.0,0.868,0.4,709.5,0.468,,0.88,,,2.34,8.93,,,0.5,241.0,,,,,0.0,1.0,,,700.0,10.1016_j.ijoes.2023.100107_extracted_structured,g4h1,T,所有提取的数值、单位和材料名称均与原文完全对应。具体而言：物理化学性质数据（比表面积1649.0 m²·g⁻¹、总孔体积0.868 cm³·g⁻¹、微孔体积0.400 cm³·g⁻¹、微孔比表面积709.5 m²·g⁻¹、介孔体积0.468 cm³·g⁻¹、石墨化程度ID/IG=0.88、氮含量2.34 at%、氧含量8.93 at%）均来自Table 1、Table 2及正文描述；电化学性质数据（比电容241.0 F·g⁻¹在0.5 A·g⁻¹下、电压窗口0.0-1.0 V）来自Fig. 5c及正文；制备条件（碳化温度700.0°C）来自实验部分；缺失数据点（如平均孔径、层间距、元素C/H/S含量、循环稳定性、能量密度、功率密度、ESR、Rct）在原文中未提及，故为null符合完整性要求。无任何推断或虚构信息。
1649.0,0.868,0.4,709.5,0.468,,0.88,,,2.34,8.93,,,5.0,57.9,,,,,0.0,1.0,,,700.0,10.1016_j.ijoes.2023.100107_extracted_structured,g4h1,,
580.2,0.3,0.18,450.4,0.12,,1.01,,80.12,5.56,13.94,,0.38,1.0,285.6,,,,,0.0,1.0,0.95,,700.0,10.1016_j.electacta.2019.04.106_extracted_structured,rphpc-700,,
580.2,0.3,0.18,450.4,0.12,,1.01,,80.12,5.56,13.94,,0.38,,109.4,,,,,0.0,1.0,0.95,,700.0,10.1016_j.electacta.2019.04.106_extracted_structured,rphpc-700,,
748.6,0.37,0.24,616.3,0.13,,0.97,,82.72,4.05,12.96,,0.27,1.0,361.6,20000.0,94.5,32.2,10700.0,0.0,1.0,0.89,2.9,750.0,10.1016_j.electacta.2019.04.106_extracted_structured,rphpc-750,,
748.6,0.37,0.24,616.3,0.13,,0.97,,82.72,4.05,12.96,,0.27,,217.0,20000.0,94.5,32.2,10700.0,0.0,1.0,0.89,2.9,750.0,10.1016_j.electacta.2019.04.106_extracted_structured,rphpc-750,,
622.0,0.31,0.2,499.2,0.11,,0.95,,84.71,3.18,11.9,,0.21,1.0,330.0,,,,,0.0,1.0,0.88,,800.0,10.1016_j.electacta.2019.04.106_extracted_structured,rphpc-800,F,提取的PCP_Mesopore Volume_value (0.11 cm³/g) 是通过计算得出的推断值，原文未直接提供该数据；Electrochem_Voltage Window_value_min 应为-1.0 V，但提取为0.0 V；Electrochem_Voltage Window_value_max 应为0.0 V，但提取为1.0 V；Sample Name 应为'RPHPC-800'，但提取为'rphpc-800'，大小写不一致。
622.0,0.31,0.2,499.2,0.11,,0.95,,84.71,3.18,11.9,,0.21,,195.0,,,,,0.0,1.0,0.88,,800.0,10.1016_j.electacta.2019.04.106_extracted_structured,rphpc-800,F,提取的信息存在以下不准确或未得到原文支撑的点：1) PCP_Mesopore Volume_value: 0.11 未在原文中直接给出，原文仅提供Vtotal (0.31 cm³/g) 和 Vmicro (0.20 cm³/g)，Mesopore Volume 是通过计算得出的推断，违反了非虚构性标准；2) Electrochem_Voltage Window_value_min: 0.0 和 max: 1.0 不准确，原文明确说明三电极系统中的电位窗口为 -1 V 到 0 V（见正文 'in the potential window from −1 to 0 V'），因此min应为-1.0，max应为0.0；3) Sample Name: 'rphpc-800' 与原文大小写不匹配，原文使用 'RPHPC-800'（如Table 1和正文），违反了正确性标准。
352.1,0.465,0.224,,,1.75,0.91,,,,,,,5.0,75.3,,,,,-1.0,0.0,1.92,0.92,700.0,10.1016_j.indcrop.2022.114802_extracted_structured,scw-700–5,F,提取的PCP_Total Pore Volume_value为0.465，但原文中SCW-700–5的总孔体积未提及；该值实际对应SCW-1000–5（Table 1）。提取的PCP_Micropore Volume_value为0.224，但原文中SCW-700–5的微孔体积未提及；该值实际对应SCW-1000–5（Table 1）。提取的Electrochem_ESR_value为1.92，但原文中未提供SCW-700–5的ESR值；该值无法在原文中找到依据。提取的Electrochem_Rct_value为0.92，但原文中SCW-700–5的Rct值未提及；该值实际对应SCW-1000–5的Rs值（Fig. 3i），而非Rct。
352.1,0.465,0.224,,,1.75,0.91,,,,,,,5.0,121.8,,,,,-1.0,0.0,1.92,0.92,700.0,10.1016_j.indcrop.2022.114802_extracted_structured,scw-700–5,,
1018.0,0.465,0.224,510.1,,2.59,1.15,,,,,,,5.0,121.8,,,,,-1.0,0.0,0.92,0.17,,10.1016_j.indcrop.2022.114802_extracted_structured,scw-1000–5,,
1145.1,0.465,0.234,599.1,,1.65,1.13,,,,,,,5.0,127.5,10000.0,,,,-1.0,0.0,,,,10.1016_j.indcrop.2022.114802_extracted_structured,scw-1000–10,,
241.9,0.098,0.065,168.0,,2.17,1.0,,,,,,,5.0,32.7,,,,,-1.0,0.0,,,,10.1016_j.indcrop.2022.114802_extracted_structured,cw,,
2532.9,1.35,0.65,1236.1,,2.35,1.04,,94.12,1.12,4.76,,,1.0,249.0,10000.0,94.0,,,0.0,1.0,0.66,0.92,700.0,10.1016_j.apsusc.2021.150692_extracted_structured,clhpg-700,,
2751.0,1.26,0.81,1733.1,,2.24,0.93,,,,,,,1.0,320.0,10000.0,95.0,,,0.0,1.0,0.6,0.38,800.0,10.1016_j.apsusc.2021.150692_extracted_structured,clhpg-800,F,提取的信息中存在多处不准确或缺乏原文支持的数据：1) Electrochem_Specific Capacitance_value为320.0 F/g，但原文中未明确给出CLHPG-800在1.0 A/g下的比电容值，只提到CLHPG-900为397F/g；2) Electrochem_Cycle Stability_Capacity Retention_value为95.0%，但原文仅提到所有CLHPGs电极容量保持率>92%，未具体给出CLHPG-800为95%；3) Electrochem_Voltage Window_value_min和max分别为0.0和1.0V，但原文Fig. 7a明确显示三电极系统测试的电压窗口为-1.0到-0.4V。
51.54,0.04,0.02,,0.02,,0.7,,,,,,,0.1,178.54,,,,,-1.0,0.0,,,700.0,10.1016_j.est.2019.100958_extracted_structured,argan-c,,
51.54,0.04,0.02,,0.02,,0.7,,,,,,,2.0,126.72,,,,,-1.0,0.0,,,700.0,10.1016_j.est.2019.100958_extracted_structured,argan-c,,
2251.04,1.04,0.8,0.93,0.24,,0.83,,,,,,,0.1,178.54,2000.0,95.0,65.23,2000.0,-1.0,0.0,,,850.0,10.1016_j.est.2019.100958_extracted_structured,ac-k-pm,,
2251.04,1.04,0.8,0.93,0.24,,0.83,,,,,,,2.0,126.72,2000.0,95.0,65.23,2000.0,-1.0,0.0,,,850.0,10.1016_j.est.2019.100958_extracted_structured,ac-k-pm,,
726.0,0.35,0.22,157.0,0.13,3.62,0.98,,,,,,,1.0,180.0,1000.0,93.0,,,0.2,1.2,1.0,1.8,800.0,10.1016_j.jelechem.2022.116645_extracted_structured,arpp,,
726.0,0.35,0.22,157.0,0.13,3.62,0.98,,,,,,,5.0,26.0,1000.0,93.0,,,0.2,1.2,1.0,1.8,800.0,10.1016_j.jelechem.2022.116645_extracted_structured,arpp,,
588.0,0.29,0.18,113.0,0.11,4.63,0.91,,,,,,,1.0,175.0,1000.0,84.0,,,0.2,1.2,1.2,2.0,800.0,10.1016_j.jelechem.2022.116645_extracted_structured,aupp,F,提取的信息存在以下不准确或缺失：1. 'PCP_Micropore Specific Surface Area_value' 提取为113.0，但原文Table 1中AUPP的微孔表面积（SMicro）为475.0 m²/g，113.0实际对应介孔表面积（SMeso），标签与值不匹配。2. 'Electrochem_ESR_value' 和 'Electrochem_Rct_value' 提取为1.2和2.0，但原文中未提供ESR和Rct的具体数值（仅定性描述Nyquist plots，无量化数据），这些值无依据。其他数据如比表面积、孔体积、比电容、循环稳定性等均准确对应原文。
588.0,0.29,0.18,113.0,0.11,4.63,0.91,,,,,,,5.0,15.0,1000.0,84.0,,,0.2,1.2,1.2,2.0,800.0,10.1016_j.jelechem.2022.116645_extracted_structured,aupp,F,提取的PCP_Micropore Specific Surface Area_value为113.0，但原文Table 1中AUPP的SMicro（micropore surface area）为475 m²/g，113.0实际对应SMeso（mesopore surface area）；提取的Electrochem_Voltage Window_value_min为0.2，但原文中电位窗口为-1.2到0.2 V（vs Ag/AgCl），最小值应为-1.2；提取的Electrochem_Voltage Window_value_max为1.2，但最大值应为0.2；提取的Electrochem_ESR_value为1.2和Electrochem_Rct_value为2.0，但原文中未提供AUPP的具体ESR或Rct数值，应设为null。
2010.097,1.512,0.055,,,3.008,1.062,0.4,,,,,,1.0,333.0,10000.0,92.3,26.2,790.0,0.0,1.0,,,800.0,10.1016_j.jcis.2018.12.029_extracted_structured,bdpc-2,,
938.7,0.479,0.413,,0.067,2.42,1.14,,90.04,,5.28,,2.26,0.5,496.0,2000.0,90.13,42.02,500.95,-1.0,0.0,,,900.0,10.1016_j.matchemphys.2024.129653_extracted_structured,bcf-t,,
321.0,0.156,0.138,,0.018,2.42,1.1,,80.21,,11.87,,2.3,0.5,344.0,,,,,-1.0,0.0,,,900.0,10.1016_j.matchemphys.2024.129653_extracted_structured,bcf-2t,,
316.7,0.186,0.106,,0.08,2.42,1.16,,,,2.19,,2.19,0.5,390.0,,,,,-1.0,0.0,,,900.0,10.1016_j.matchemphys.2024.129653_extracted_structured,bcf-3t,,
717.0,0.38,0.31,633.0,0.07,,1.02,,87.61,4.59,6.9,,0.49,1.0,231.0,,,,,-1.0,0.0,0.6,1.3,700.0,10.1016_j.est.2022.106594_extracted_structured,s-60-c,F,提取的信息存在以下不准确、缺失或未得到原文支撑的问题：1) 样本名称：原文为 'S-60-C'，但提取为 's-60-c'，大小写不匹配；2) 平均孔径：原文 Table 1 中 S-60-C 的平均孔径为 21.1 Å，但提取为 null；3) 石墨化程度（Raman ID/IG）：原文仅说明所有样本 ID/IG 比值在 1.02-1.04 之间，未指定 S-60-C 的具体值，但提取为 1.02，缺乏原文直接支持；4) ESR 和 Rct：原文仅给出所有样本的 RΩ 范围（0.5-0.9 Ω）和 Rct 范围（0.6-1.3 Ω），未提供 S-60-C 的具体值，但提取 ESR 为 0.6 Ω 和 Rct 为 1.3 Ω，不准确；5) 介孔体积：原文未直接提及介孔体积，提取值 0.07 m³/g 是通过总孔体积减微孔体积计算得出（0.38 - 0.31），属于推断，违反非虚构性标准。
717.0,0.38,0.31,633.0,0.07,,1.02,,87.61,4.59,6.9,,0.49,4.0,203.0,,,,,-1.0,0.0,0.6,1.3,700.0,10.1016_j.est.2022.106594_extracted_structured,s-60-c,,
717.0,0.38,0.31,633.0,0.07,,1.02,,87.61,4.59,6.9,,0.49,10.0,179.0,,,,,-1.0,0.0,0.6,1.3,700.0,10.1016_j.est.2022.106594_extracted_structured,s-60-c,,
1300.0,0.68,0.54,1134.0,0.14,,1.03,,88.87,4.46,6.02,,0.36,1.0,256.0,,,,,-1.0,0.0,,,700.0,10.1016_j.est.2022.106594_extracted_structured,s-80-c,F,PCP_Mesopore Volume_value: 0.14 – 原文中未直接给出介孔体积，该值是通过总孔体积（0.68 m³ g⁻¹）减去微孔体积（0.54 m³ g⁻¹）计算得出，属于推断信息，违反非虚构性；PCP_Average Pore Diameter_value: null – 原文 Table 1 中 S-80-C 的平均孔径为 21.0 Å，但提取为 null，不准确；PCP_Degree of Graphitization (Raman ID_IG)_value: 1.03 – 原文中仅提到 ID/IG 比值在 1.02 到 1.04 之间，未指定 S-80-C 的具体值，该值属于推断，不准确。
1300.0,0.68,0.54,1134.0,0.14,,1.03,,88.87,4.46,6.02,,0.36,4.0,234.0,,,,,-1.0,0.0,,,700.0,10.1016_j.est.2022.106594_extracted_structured,s-80-c,,
1300.0,0.68,0.54,1134.0,0.14,,1.03,,88.87,4.46,6.02,,0.36,10.0,208.0,,,,,-1.0,0.0,,,700.0,10.1016_j.est.2022.106594_extracted_structured,s-80-c,,
1563.0,0.8,0.66,1357.0,0.14,,1.04,,89.46,4.31,5.71,,0.3,1.0,277.0,,,,,-1.0,0.0,,,700.0,10.1016_j.est.2022.106594_extracted_structured,s-120-c,,
1563.0,0.8,0.66,1357.0,0.14,,1.04,,89.46,4.31,5.71,,0.3,4.0,255.0,,,,,-1.0,0.0,,,700.0,10.1016_j.est.2022.106594_extracted_structured,s-120-c,F,提取的信息中存在以下不准确或未得到原文支撑的点：1) PCP_Mesopore Volume_value 为 0.14，但原文未直接提供介孔体积数据，该值是通过总孔体积（0.80 m³ g⁻¹）减微孔体积（0.66 m³ g⁻¹）计算得出的推断，违反了非虚构性标准；2) PCP_Average Pore Diameter_value 为 null，但原文 Table 1 中 S-120-C 的 '4 V/A by BET (Å)' 为 20.6 Å，应提取为 20.6 或 2.06 nm；3) PCP_Degree of Graphitization (Raman ID_IG)_value 为 1.04，但原文仅说明 ID/IG 比值在 1.02 到 1.04 之间，未指定 S-120-C 的具体值，缺乏明确支持。其他信息如比表面积、孔体积、元素含量、比电容等均与原文 Table 1、Table 2 和文本描述一致。
1563.0,0.8,0.66,1357.0,0.14,,1.04,,89.46,4.31,5.71,,0.3,10.0,233.0,,,,,-1.0,0.0,,,700.0,10.1016_j.est.2022.106594_extracted_structured,s-120-c,F,提取的信息中存在不准确和缺失的数据点：1) PCP_Mesopore Volume_value (0.14) 是通过总孔体积 (0.80 m³ g⁻¹) 减去微孔体积 (0.66 m³ g⁻¹) 计算得出，原文未直接提供介孔体积数据，违反非虚构性原则；2) PCP_Average Pore Diameter_value 应为 20.6 Å（原文 Table 1 中明确给出），但提取为 null，缺失数据；3) PCP_Degree of Graphitization (Raman ID_IG)_value (1.04) 未在原文中具体指定给 S-120-C 样本，原文仅提到所有样本的 ID/IG 比值在 1.02 到 1.04 之间，无具体样本对应值，缺乏直接支撑。其他数据点如比表面积、孔体积、元素含量、比电容等均与原文一致。
1903.0,1.01,0.49,946.0,0.52,2.12,0.95,,94.28,0.17,5.55,,,1.0,346.0,10000.0,93.6,15.44,402.78,-1.0,0.0,0.49,0.08,800.0,10.1016_j.est.2020.101494_extracted_structured,jc-k4,,
1903.0,1.01,0.49,946.0,0.52,2.12,0.95,,94.28,0.17,5.55,,,2.0,292.0,10000.0,93.6,15.44,402.78,-1.0,0.0,0.49,0.08,800.0,10.1016_j.est.2020.101494_extracted_structured,jc-k4,,
1903.0,1.01,0.49,946.0,0.52,2.12,0.95,,94.28,0.17,5.55,,,3.0,276.0,10000.0,93.6,15.44,402.78,-1.0,0.0,0.49,0.08,800.0,10.1016_j.est.2020.101494_extracted_structured,jc-k4,F,提取的微孔体积（PCP_Micropore Volume_value）应为0.52 cm³/g，但原文Table 1中JC-K4的Vmicro值为0.52 cm³/g，提取值0.49 cm³/g错误；提取的微孔比表面积（PCP_Micropore Specific Surface Area_value）应为957 m²/g，但原文Table 1中JC-K4的Smicro值为957 m²/g，提取值946.0 m²/g错误；提取的介孔体积（PCP_Mesopore Volume_value）应为0.49 cm³/g，但原文Table 1中JC-K4的Vmeso/macro值为0.49 cm³/g，提取值0.52 cm³/g错误。其他数据点均与原文一致。
1903.0,1.01,0.49,946.0,0.52,2.12,0.95,,94.28,0.17,5.55,,,4.0,260.0,10000.0,93.6,15.44,402.78,-1.0,0.0,0.49,0.08,800.0,10.1016_j.est.2020.101494_extracted_structured,jc-k4,F,提取的微孔体积（PCP_Micropore Volume_value）为0.49 cm³/g，但原文Table 1中JC-K4的微孔体积（Vmicro）为0.52 cm³/g；提取的微孔比表面积（PCP_Micropore Specific Surface Area_value）为946.0 m²/g，但原文Table 1中JC-K4的微孔比表面积（Smicro）为957 m²/g；提取的介孔体积（PCP_Mesopore Volume_value）为0.52 cm³/g，但原文Table 1中JC-K4的介孔/大孔体积（Vmeso/macro）为0.49 cm³/g。这些数值与原文不符。其他数据点（如比表面积、元素含量、电化学性能等）均准确对应原文。
1903.0,1.01,0.49,946.0,0.52,2.12,0.95,,94.28,0.17,5.55,,,5.0,255.0,10000.0,93.6,15.44,402.78,-1.0,0.0,0.49,0.08,800.0,10.1016_j.est.2020.101494_extracted_structured,jc-k4,,
2056.75,1.52,0.59,1180.0,0.93,2.03,0.94,,85.0,5.0,10.0,,,2.0,374.0,,,,,0.0,-1.0,0.8,0.8,,10.1016_j.est.2025.115510_extracted_structured,ma-cssm,,
1700.0,0.275,0.227,,0.048,,0.98,,,,,5.81,,1.0,118.0,,,,,-0.1,0.9,,,700.0,10.1016_j.arabjc.2018.08.009_extracted_structured,pfc-700,,
1700.0,0.275,0.227,,0.048,,0.98,,,,,5.81,,2.0,109.5,,,,,-0.1,0.9,,,700.0,10.1016_j.arabjc.2018.08.009_extracted_structured,pfc-700,F,提取的 PCP_Total Pore Volume_value 为 0.275 cm³ g⁻¹，但原文中 PFC-700 的总孔体积为 0.862 cm³ g⁻¹；PCP_Mesopore Volume_value 为 0.048 cm³ g⁻¹，但原文中 PFC-700 的介孔体积为 0.635 cm³ g⁻¹；PCP_Average Pore Diameter_value 为 null，但原文中 PFC-700 的平均孔径为 3.12 nm；Electrochem_Specific Capacitance_value 为 109.5 F g⁻¹ 在 2.0 A g⁻¹，但这是 PFC-800 的值，原文中 PFC-700 在该电流密度下未给出比电容数据；PCP_Element Content_C_value 和 PCP_Element Content_O_value 为 null，但原文中 PFC-700 的 C 含量为 40.27 wt%，O 含量为 52.87 wt%。
1700.0,0.275,0.227,,0.048,,0.98,,,,,5.81,,4.0,101.7,,,,,-0.1,0.9,,,700.0,10.1016_j.arabjc.2018.08.009_extracted_structured,pfc-700,,
1700.0,0.275,0.227,,0.048,,0.98,,,,,5.81,,8.0,93.6,,,,,-0.1,0.9,,,700.0,10.1016_j.arabjc.2018.08.009_extracted_structured,pfc-700,F,提取的信息中存在多处不准确和缺失：1) PCP_Total Pore Volume_value 提取为0.275，但原文中PFC-700的总孔体积(V Tot)为0.862 cm³ g⁻¹；2) PCP_Micropore Specific Surface Area_value 提取为null，但原文中PFC-700的微孔比表面积(S micro)为275.2 m² g⁻¹；3) PCP_Mesopore Volume_value 提取为0.048，但原文中PFC-700的介孔体积(V Meso)为0.635 cm³ g⁻¹；4) PCP_Average Pore Diameter_value 提取为null，但原文中PFC-700的平均孔径(D p)为3.12 nm；5) PCP_Element Content_C_value 提取为null，但原文中PFC-700的碳含量为40.27 wt%；6) PCP_Element Content_O_value 提取为null，但原文中PFC-700的氧含量为52.87 wt%；7) Electrochem_Specific Capacitance_value 提取为93.6 F g⁻¹，但该值对应PFC-800在8 A g⁻¹时的比电容，而PFC-700在8 A g⁻¹时的比电容未在原文中给出，PFC-700仅在12 A g⁻¹时提及44.9 F g⁻¹。
1700.0,0.275,0.227,,0.048,,0.98,,,,,5.81,,12.0,44.9,,,,,-0.1,0.9,,,700.0,10.1016_j.arabjc.2018.08.009_extracted_structured,pfc-700,,
141.5,0.08,0.06,94.8,0.02,2.26,1.14,,65.24,4.38,22.87,1.03,0.21,0.5,121.3,5000.0,95.1,,,-1.0,0.0,1.65,0.16,,10.1016_j.jcis.2023.02.024_extracted_structured,ccn,,
343.2,0.23,0.16,220.4,0.07,2.68,0.93,,,1.59,,0.72,1.29,0.5,240.1,5000.0,94.8,,,-1.0,0.0,1.42,0.12,900.0,10.1016_j.jcis.2023.02.024_extracted_structured,iccn-20,F,提取的Rct值为0.12 Ω，但原文中ICCN-20的Rct是0.13 Ω；提取的Element Content_C和Element Content_O为null，但原文Table 1中ICCN-20的C含量为52.93 wt%，O含量为29.91 wt%，因此这些数据缺失，而原文有提供。
514.1,0.37,0.22,309.4,0.15,2.88,0.83,,60.41,2.42,26.97,0.69,3.12,0.5,272.5,5000.0,90.7,,,-1.0,0.0,1.45,0.09,900.0,10.1016_j.jcis.2023.02.024_extracted_structured,iccn-5,,
2398.0,1.02,0.45,808.0,0.57,5.3,1.01,,,5.21,,,1.67,1.0,265.0,5000.0,87.0,19.89,12500.0,0.0,0.8,1.2,0.6,900.0,10.1016_j.nanoso.2024.101355_extracted_structured,oc-900,,
2398.0,1.02,0.45,808.0,0.57,5.3,1.01,,,5.21,,,1.67,2.0,218.0,5000.0,87.0,19.89,12500.0,0.0,0.8,1.2,0.6,900.0,10.1016_j.nanoso.2024.101355_extracted_structured,oc-900,,
2398.0,1.02,0.45,808.0,0.57,5.3,1.01,,,5.21,,,1.67,3.0,199.0,5000.0,87.0,19.89,12500.0,0.0,0.8,1.2,0.6,900.0,10.1016_j.nanoso.2024.101355_extracted_structured,oc-900,,
2398.0,1.02,0.45,808.0,0.57,5.3,1.01,,,5.21,,,1.67,5.0,181.0,5000.0,87.0,19.89,12500.0,0.0,0.8,1.2,0.6,900.0,10.1016_j.nanoso.2024.101355_extracted_structured,oc-900,F,提取的信息中存在以下不准确或缺失的数据点：1) PCP_Element Content_C_value和PCP_Element Content_O_value提取为null，但原文中OC-900的EDS结果显示C原子百分比为57.98%，O为35.14%；2) Electrochem_Voltage Window_value_min提取为0.0，但原文中电化学测试的电压窗口为-0.4 V到0.4 V，min应为-0.4。其他数据点如比表面积、孔体积、元素N和S含量、比电容、循环稳定性、能量密度、功率密度、ESR和Rct均与原文一致。
2398.0,1.02,0.45,808.0,0.57,5.3,1.01,,,5.21,,,1.67,7.0,166.0,5000.0,87.0,19.89,12500.0,0.0,0.8,1.2,0.6,900.0,10.1016_j.nanoso.2024.101355_extracted_structured,oc-900,,
2398.0,1.02,0.45,808.0,0.57,5.3,1.01,,,5.21,,,1.67,10.0,150.0,5000.0,87.0,19.89,12500.0,0.0,0.8,1.2,0.6,900.0,10.1016_j.nanoso.2024.101355_extracted_structured,oc-900,T,所有提取的数值、单位和材料名称均与原文完全对应。物理化学性质数据（比表面积、孔体积、孔径、石墨化程度、元素含量）均来自Table 1和Fig. 2F；电化学性质数据（比电容、循环稳定性、能量密度、功率密度、电压窗口、ESR、Rct）均来自Fig. 5C、Fig. 6G和Fig. 6C；制备条件（碳化温度）来自Scheme 2和Table 1。样本名称OC-900的表述一致，无数据混淆或虚构信息。
769.3,0.42,0.25,59.5,0.17,,0.93,0.389,92.6,1.0,6.4,,,0.5,266.0,,,,,-1.0,0.0,,,600.0,10.1016_j.electacta.2015.04.082_extracted_structured,bpc-600,,
1212.3,0.81,0.19,23.5,0.62,3.8,0.91,0.389,92.6,1.0,6.4,,,0.5,320.0,10000.0,94.0,,,-1.0,0.0,0.83,,700.0,10.1016_j.electacta.2015.04.082_extracted_structured,bpc-700,F,提取的 PCP_Micropore Specific Surface Area_value 为 23.5，但原文中 23.5 是微孔体积占比（V mic/V total (%)）的百分比，不是微孔比表面积值。原文中未提供微孔比表面积的数值，该数据点不准确且无原文支撑。
1212.3,0.81,0.19,23.5,0.62,3.8,0.91,0.389,92.6,1.0,6.4,,,,250.0,10000.0,94.0,,,-1.0,0.0,0.83,,700.0,10.1016_j.electacta.2015.04.082_extracted_structured,bpc-700,,
1538.0,0.9,0.36,40.0,0.54,3.82,0.87,0.389,92.6,1.0,6.4,,,0.5,221.0,,,,,-1.0,0.0,,,800.0,10.1016_j.electacta.2015.04.082_extracted_structured,bpc-800,,
366.0,0.2,0.16,310.0,0.04,,0.924,,82.8,2.9,14.3,,,1.0,189.0,,,,,0.1,-0.9,,,800.0,10.1016_j.electacta.2017.07.125_extracted_structured,nc-800,,
366.0,0.2,0.16,310.0,0.04,,0.924,,82.8,2.9,14.3,,,,89.0,,,,,0.1,-0.9,,,800.0,10.1016_j.electacta.2017.07.125_extracted_structured,nc-800,,
217.0,0.32,0.05,97.0,0.27,,0.874,,85.5,2.5,10.5,,,1.0,125.0,,,,,0.1,-0.9,,,800.0,10.1016_j.electacta.2017.07.125_extracted_structured,feco@nc-800,,
217.0,0.32,0.05,97.0,0.27,,0.874,,85.5,2.5,10.5,,,,68.0,,,,,0.1,-0.9,,,800.0,10.1016_j.electacta.2017.07.125_extracted_structured,feco@nc-800,,
1109.0,0.53,0.16,,0.18,,0.84,0.375,,,,,,0.05,170.0,200.0,95.0,,,0.01,3.0,,,900.0,10.1016_j.apsusc.2023.158875_extracted_structured,stc-1,,
1253.0,0.88,0.22,,0.36,,0.84,0.367,,,,,,0.05,270.0,300.0,86.7,,,0.01,3.0,,,900.0,10.1016_j.apsusc.2023.158875_extracted_structured,stc-2,,
1253.0,0.88,0.22,,0.36,,0.84,0.367,,,,,,1.0,133.0,300.0,86.7,,,0.01,3.0,,,900.0,10.1016_j.apsusc.2023.158875_extracted_structured,stc-2,F,提取的信息存在多处不准确和不完整：1) PCP_Micropore Volume_value 提取为0.22，但原文中STC-2的micropore volume (V micropore) 是0.36 cm³ g⁻¹，而0.22对应ultramicropore volume (V ultramicropore)，标签与值不匹配；2) PCP_Mesopore Volume_value 提取为0.36，但原文中mesopore volume (V mesopore) 是0.52 cm³ g⁻¹，而0.36对应micropore volume，标签与值不匹配；3) PCP_Element Content_O_value 提取为null，但原文中明确提到STC-2的氧含量为8.6%；4) Electrochem_Specific Capacitance_value 提取为133.0，但标签应为specific capacity（单位mA h g⁻¹）而非specific capacitance，且在1.0 A g⁻¹下原文中STC-2的specific capacity是103 mA h g⁻¹（133.0可能对应0.5 A g⁻¹的130 mA h g⁻¹，但数值不精确匹配）；5) Electrochem_Specific Capacitance_condition_value 提取为1.0，但单位不明确，且与值133.0的上下文不一致。
1577.0,1.32,0.14,,1.0,,0.84,0.357,,,,,,0.05,160.0,300.0,71.6,,,0.01,3.0,,,900.0,10.1016_j.apsusc.2023.158875_extracted_structured,stc-5,F,提取的信息存在以下不准确和缺失的问题：1) PCP_Micropore Volume_value: 提取的值0.14 cm³/g对应原文Table 1中的V ultramicropore（超微孔体积），但标签为'Micropore Volume'，应指总微孔体积（原文中STC-5的V micropore为0.32 cm³/g），标签与数值不匹配；2) PCP_Element Content_O_value: 提取为null，但原文3.1节明确给出STC-5的氧含量为5.5%，数据缺失；3) Electrochem_Specific Capacitance标签不准确：提取的值160.0对应原文中的比容量（mAh/g），但标签为'Specific Capacitance'，应指比电容（F/g），标签错误。其他信息如PCP_Specific Surface Area、PCP_Total Pore Volume等数值正确，但上述错误导致整体评估为F。
1577.0,1.32,0.14,,1.0,,0.84,0.357,,,,,,1.0,103.0,300.0,71.6,,,0.01,3.0,,,900.0,10.1016_j.apsusc.2023.158875_extracted_structured,stc-5,,
499.21,0.46,0.16,,,,0.81,,,,,,,1.0,325.2,,,,,0.0,0.4,1.42,1.1,,10.1016_j.crcon.2023.07.001_extracted_structured,gds-30,,
1063.0,0.46,0.39,1002.0,0.07,,0.99,,85.0,5.0,10.0,,,0.5,202.0,5000.0,78.4,,,-1.0,0.0,0.49,0.14,,10.1016_j.renene.2019.11.150_extracted_structured,bhpc-1,,
